id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
46,15592765.0,Zetticci,591.0,France,Female,25.0,9.0,0.0,2.0,1.0,1.0,161671.15,0.0
47,15765518.0,Hsing,735.0,Spain,Male,27.0,4.0,0.0,2.0,1.0,0.0,180962.32,0.0
48,15736274.0,Udinesi,693.0,France,Male,33.0,1.0,123978.96,1.0,0.0,1.0,176763.27,0.0
49,15698028.0,Hsing,573.0,France,Female,36.0,2.0,0.0,2.0,0.0,1.0,133535.29,0.0
50,15790750.0,Chibugo,731.0,Germany,Male,32.0,1.0,99092.45,2.0,1.0,0.0,119808.64,0.0
51,15775809.0,Okeke,671.0,Germany,Male,43.0,1.0,103563.83,1.0,1.0,1.0,51907.72,0.0
52,15582903.0,Iweobiegbulam,642.0,France,Male,58.0,8.0,0.0,2.0,1.0,1.0,67976.57,0.0
53,15708513.0,Y?,659.0,France,Female,33.0,9.0,0.0,1.0,1.0,0.0,92873.5,0.0
54,15589425.0,Nwachinemelu,629.0,Germany,Female,45.0,0.0,131908.35,1.0,0.0,0.0,89524.83,1.0
55,15659325.0,Ejimofor,696.0,France,Male,34.0,2.0,0.0,2.0,1.0,0.0,113645.4,0.0
56,15667871.0,Ch'iu,632.0,France,Male,38.0,9.0,136622.34,1.0,1.0,1.0,24499.97,0.0
57,15623277.0,Ch'ien,679.0,France,Male,32.0,4.0,0.0,2.0,1.0,1.0,107815.63,0.0
58,15658813.0,Kashiwagi,537.0,France,Female,47.0,1.0,0.0,1.0,1.0,0.0,146573.66,1.0
59,15586039.0,Hughes,684.0,France,Female,39.0,6.0,0.0,2.0,1.0,0.0,185561.89,0.0
60,15729582.0,Ugochukwu,616.0,France,Male,45.0,3.0,0.0,2.0,1.0,1.0,40467.82,0.0
61,15642570.0,Chiemezie,665.0,Spain,Male,29.0,3.0,0.0,2.0,1.0,0.0,114959.64,0.0
62,15623346.0,Clements,582.0,France,Female,31.0,1.0,0.0,1.0,1.0,1.0,127587.22,0.0
63,15593501.0,Buchi,765.0,France,Female,49.0,5.0,120599.38,1.0,1.0,0.0,181204.5,0.0
64,15672930.0,Ulyanova,711.0,France,Male,30.0,10.0,90957.81,1.0,1.0,1.0,126144.96,0.0
65,15783863.0,Goliwe,772.0,Spain,Male,44.0,3.0,0.0,1.0,0.0,0.0,28226.15,0.0
66,15592707.0,Calabresi,641.0,Germany,Male,24.0,3.0,132623.6,1.0,0.0,0.0,171070.55,1.0
67,15804771.0,Onyekachi,547.0,Spain,Male,41.0,2.0,0.0,1.0,0.0,0.0,182076.97,0.0
68,15798895.0,Sorenson,617.0,Germany,Female,45.0,3.0,123048.38,1.0,1.0,0.0,141364.62,1.0
69,15628155.0,Ch'ang,583.0,France,Female,35.0,10.0,124439.14,1.0,1.0,0.0,138160.11,1.0
70,15654975.0,Hsing,645.0,France,Male,43.0,5.0,0.0,2.0,1.0,0.0,131729.52,0.0
71,15667588.0,Kao,611.0,France,Female,36.0,3.0,0.0,2.0,1.0,0.0,53478.02,0.0
72,15774744.0,T'ao,543.0,Germany,Male,45.0,4.0,113957.01,1.0,0.0,1.0,141210.18,0.0
73,15782231.0,Ch'iu,681.0,France,Female,47.0,8.0,121823.4,1.0,0.0,1.0,57589.29,0.0
74,15589431.0,Maclean,692.0,France,Female,45.0,8.0,0.0,1.0,1.0,1.0,27886.06,0.0
75,15645593.0,Y?an,659.0,Spain,Male,41.0,8.0,0.0,2.0,1.0,1.0,83679.46,0.0
76,15672053.0,K'ung,633.0,France,Male,36.0,2.0,0.0,2.0,0.0,0.0,108872.45,0.0
77,15814268.0,Chia,710.0,Germany,Male,40.0,9.0,134543.66,2.0,1.0,0.0,164061.6,0.0
78,15624695.0,Ndubuisi,615.0,France,Male,42.0,4.0,0.0,2.0,0.0,0.0,100324.01,0.0
79,15636592.0,Ch'eng,658.0,Germany,Female,47.0,2.0,121260.11,1.0,1.0,0.0,173486.39,1.0
80,15780220.0,Shih,689.0,Germany,Female,48.0,8.0,145081.73,1.0,1.0,0.0,164083.72,1.0
81,15774936.0,DeRose,781.0,France,Female,28.0,9.0,0.0,2.0,1.0,0.0,152491.31,0.0
82,15664214.0,Kao,749.0,France,Male,33.0,6.0,130114.17,1.0,0.0,1.0,7118.02,0.0
83,15671293.0,Chiang,687.0,Spain,Male,38.0,6.0,0.0,2.0,1.0,0.0,93629.66,0.0
84,15792679.0,Ives,633.0,Spain,Female,35.0,5.0,0.0,1.0,1.0,1.0,129984.2,0.0
85,15707968.0,Hsiao,648.0,France,Male,42.0,10.0,0.0,2.0,1.0,0.0,59354.24,0.0
86,15703483.0,Ch'ien,621.0,Spain,Female,42.0,6.0,0.0,1.0,1.0,1.0,4791.8,0.0
87,15708714.0,Mironova,738.0,Spain,Male,47.0,1.0,0.0,1.0,1.0,0.0,115818.51,1.0
88,15618391.0,Bage,589.0,France,Female,32.0,4.0,0.0,2.0,1.0,0.0,140130.22,0.0
89,15704053.0,Nwankwo,757.0,Germany,Male,30.0,2.0,112119.48,2.0,1.0,1.0,124954.56,0.0
90,15682048.0,Chin,695.0,Germany,Female,34.0,10.0,129068.54,2.0,1.0,0.0,132973.22,0.0
91,15662291.0,Chibueze,725.0,France,Male,34.0,3.0,0.0,2.0,1.0,0.0,72330.46,0.0
92,15681697.0,Chukwukadibia,571.0,France,Female,35.0,8.0,0.0,2.0,1.0,1.0,176780.69,0.0
93,15700601.0,Mironova,651.0,France,Female,31.0,7.0,0.0,2.0,1.0,0.0,110509.9,0.0
94,15590011.0,Ulyanov,709.0,France,Male,44.0,1.0,0.0,1.0,0.0,0.0,147937.35,0.0
95,15651737.0,Lai,806.0,France,Female,38.0,4.0,0.0,1.0,1.0,1.0,35408.77,0.0
96,15583090.0,Ritchie,584.0,Germany,Female,46.0,9.0,144852.06,1.0,1.0,0.0,166513.49,1.0
97,15781574.0,Y?,705.0,France,Female,40.0,5.0,0.0,1.0,1.0,0.0,123587.83,1.0
98,15799384.0,Chukwudi,719.0,France,Female,25.0,3.0,0.0,2.0,1.0,1.0,103760.53,0.0
99,15591130.0,Chukwuemeka,697.0,France,Male,29.0,8.0,136067.33,1.0,1.0,0.0,46941.41,0.0
100,15704014.0,Zetticci,714.0,France,Female,35.0,5.0,0.0,2.0,1.0,1.0,95583.45,0.0
101,15777060.0,Maclean,516.0,France,Female,32.0,7.0,99713.87,1.0,1.0,0.0,141860.62,0.0
102,15607312.0,Dike,683.0,Spain,Male,34.0,7.0,127299.34,1.0,0.0,0.0,63795.8,0.0
103,15652291.0,P'eng,531.0,Spain,Male,31.0,8.0,0.0,2.0,1.0,1.0,132973.17,0.0
104,15799384.0,Hs?,591.0,France,Female,43.0,3.0,0.0,2.0,1.0,1.0,181419.29,0.0
105,15628155.0,Okeke,705.0,Germany,Female,39.0,2.0,120147.97,1.0,1.0,0.0,80552.36,0.0
106,15647725.0,P'eng,642.0,Germany,Female,35.0,4.0,161591.11,2.0,1.0,0.0,72643.95,0.0
107,15641582.0,Dennys,726.0,France,Male,46.0,3.0,0.0,2.0,1.0,1.0,172576.43,0.0
108,15603683.0,O'Brien,634.0,France,Male,32.0,3.0,0.0,2.0,0.0,0.0,123850.58,0.0
109,15723864.0,Ch'ien,648.0,France,Female,44.0,5.0,0.0,2.0,1.0,0.0,104730.52,0.0
110,15569452.0,Chukwuemeka,646.0,France,Male,34.0,8.0,0.0,1.0,1.0,0.0,171430.16,0.0
111,15631222.0,Ch'ang,689.0,Germany,Male,29.0,4.0,111743.43,1.0,1.0,0.0,80593.45,0.0
112,15664555.0,Palerma,653.0,France,Male,39.0,2.0,0.0,2.0,1.0,0.0,63795.62,0.0
113,15664793.0,Genovese,673.0,Spain,Female,43.0,4.0,57530.06,1.0,1.0,0.0,83093.25,1.0
114,15679963.0,Hargraves,638.0,Spain,Female,35.0,4.0,0.0,1.0,1.0,0.0,143301.49,0.0
115,15658889.0,Obialo,593.0,Germany,Female,57.0,5.0,93578.68,2.0,1.0,0.0,55324.49,1.0
116,15713826.0,Shao,719.0,Spain,Female,29.0,6.0,0.0,2.0,0.0,0.0,147055.87,0.0
117,15571148.0,Maclean,651.0,Spain,Male,41.0,6.0,0.0,2.0,1.0,1.0,64849.74,0.0
118,15607988.0,Genovesi,588.0,France,Male,40.0,6.0,0.0,2.0,1.0,1.0,136079.64,0.0
119,15624397.0,Ugochukwu,714.0,France,Female,32.0,8.0,0.0,2.0,1.0,1.0,121457.88,0.0
120,15617401.0,Young,633.0,France,Female,40.0,0.0,138857.59,1.0,1.0,0.0,18094.96,0.0
121,15730394.0,T'ang,811.0,France,Female,45.0,8.0,0.0,1.0,1.0,0.0,157873.55,1.0
122,15574072.0,Pirozzi,607.0,France,Male,33.0,2.0,0.0,2.0,0.0,0.0,4491.77,0.0
123,15588854.0,Maclean,716.0,France,Male,51.0,5.0,0.0,1.0,1.0,0.0,172490.78,1.0
124,15654060.0,Cattaneo,708.0,Germany,Male,24.0,8.0,151607.56,2.0,1.0,0.0,132973.21,0.0
125,15782758.0,Chukwuemeka,703.0,France,Male,42.0,9.0,0.0,1.0,1.0,1.0,79623.28,0.0
126,15771580.0,Toscani,664.0,Germany,Female,35.0,9.0,96891.47,2.0,1.0,1.0,71460.72,0.0
127,15694404.0,Scott,721.0,France,Male,26.0,2.0,0.0,2.0,0.0,0.0,120591.09,0.0
128,15590094.0,Tsou,597.0,France,Male,37.0,7.0,122524.61,1.0,1.0,1.0,88827.67,0.0
129,15777064.0,Yudina,850.0,France,Male,37.0,10.0,0.0,2.0,1.0,0.0,172668.39,0.0
130,15583568.0,Sheehan,736.0,Germany,Male,37.0,6.0,108764.57,1.0,1.0,1.0,51670.82,0.0
131,15675320.0,Hsia,739.0,France,Male,32.0,2.0,0.0,2.0,0.0,1.0,126585.92,0.0
132,15792360.0,Macleod,806.0,Germany,Female,65.0,1.0,129728.6,2.0,0.0,0.0,142223.94,1.0
133,15661528.0,Chinweike,592.0,France,Male,25.0,9.0,0.0,2.0,1.0,0.0,70523.92,0.0
134,15662021.0,Ch'en,707.0,France,Male,41.0,3.0,0.0,2.0,1.0,1.0,109843.16,0.0
135,15782231.0,Pardey,628.0,France,Male,37.0,4.0,0.0,2.0,0.0,1.0,120512.08,0.0
136,15719090.0,Chidiebere,753.0,France,Male,34.0,7.0,142929.17,1.0,1.0,1.0,151843.54,0.0
137,15693902.0,Mironova,771.0,France,Female,39.0,7.0,0.0,2.0,1.0,1.0,140937.97,0.0
138,15757588.0,Walker,646.0,France,Male,31.0,6.0,0.0,2.0,1.0,0.0,47911.03,0.0
139,15781234.0,Chukwukadibia,678.0,France,Male,41.0,7.0,0.0,2.0,0.0,1.0,46786.92,0.0
140,15746065.0,Lucchesi,756.0,France,Male,37.0,1.0,0.0,1.0,1.0,1.0,180598.86,0.0
141,15757541.0,Yermakov,697.0,France,Male,43.0,4.0,0.0,2.0,1.0,1.0,103570.8,0.0
142,15682600.0,Lucciano,652.0,Spain,Female,35.0,4.0,0.0,2.0,1.0,1.0,106781.39,0.0
143,15743196.0,Milani,705.0,France,Male,32.0,4.0,0.0,2.0,1.0,0.0,176712.59,0.0
144,15638355.0,Gannon,743.0,Spain,Female,44.0,1.0,0.0,1.0,1.0,1.0,140938.95,0.0
145,15656613.0,Nwachukwu,703.0,France,Male,50.0,0.0,0.0,1.0,1.0,0.0,122662.98,1.0
146,15678727.0,Tsou,667.0,Germany,Male,38.0,5.0,150461.07,2.0,1.0,1.0,121871.14,0.0
147,15585823.0,Ting,581.0,France,Female,40.0,3.0,0.0,2.0,1.0,0.0,91711.66,0.0
148,15703763.0,Nkemakolam,678.0,France,Female,32.0,9.0,115465.98,1.0,1.0,0.0,187616.16,0.0
149,15609824.0,Ubanwa,641.0,Spain,Male,42.0,7.0,0.0,2.0,1.0,0.0,170195.4,0.0
150,15681402.0,Oluchukwu,651.0,France,Male,50.0,2.0,0.0,1.0,0.0,0.0,160129.99,1.0
151,15807525.0,Palermo,721.0,France,Male,29.0,9.0,0.0,3.0,0.0,1.0,16081.62,1.0
152,15589380.0,Trevisano,644.0,France,Female,43.0,4.0,0.0,2.0,1.0,0.0,180622.02,0.0
153,15790448.0,Manna,733.0,Spain,Female,32.0,8.0,58003.41,1.0,1.0,0.0,114514.64,0.0
154,15578865.0,Bevan,677.0,France,Male,29.0,3.0,0.0,2.0,0.0,1.0,141798.98,0.0
155,15644296.0,Yeh,646.0,France,Male,60.0,6.0,0.0,1.0,0.0,0.0,181224.56,1.0
156,15620751.0,Kibby,669.0,France,Male,38.0,6.0,0.0,2.0,1.0,1.0,127825.25,0.0
157,15571529.0,Li Fonti,653.0,France,Female,38.0,6.0,0.0,1.0,1.0,1.0,97939.3,0.0
158,15698028.0,Fiorentino,599.0,Spain,Male,31.0,10.0,0.0,2.0,1.0,1.0,49374.82,0.0
159,15753856.0,Ibezimako,712.0,Germany,Male,56.0,3.0,114435.53,3.0,1.0,1.0,124415.5,1.0
160,15757911.0,Chifley,637.0,Germany,Male,35.0,2.0,161371.5,1.0,1.0,0.0,145799.82,1.0
161,15806926.0,Hsia,613.0,Spain,Male,30.0,5.0,81153.82,1.0,1.0,0.0,153920.22,0.0
162,15806318.0,T'an,611.0,Spain,Female,46.0,3.0,0.0,1.0,0.0,1.0,125553.83,1.0
163,15730673.0,Frewin,588.0,France,Female,35.0,10.0,0.0,2.0,0.0,1.0,94499.06,0.0
164,15664539.0,Ch'iu,641.0,Germany,Male,52.0,0.0,138847.9,1.0,1.0,1.0,60902.61,1.0
165,15706034.0,Tsao,614.0,France,Male,33.0,4.0,121405.04,1.0,0.0,0.0,133692.88,0.0
166,15670354.0,Calabresi,669.0,Germany,Female,56.0,9.0,125903.22,1.0,1.0,0.0,140765.44,1.0
167,15718673.0,Lucchese,619.0,France,Female,52.0,2.0,0.0,2.0,1.0,1.0,140881.2,0.0
168,15657540.0,Ugoji,593.0,France,Male,40.0,8.0,114514.71,1.0,1.0,1.0,91366.42,0.0
169,15762928.0,Tsao,613.0,France,Female,37.0,3.0,0.0,2.0,1.0,1.0,167564.82,0.0
170,15738605.0,Okechukwu,685.0,France,Female,38.0,4.0,101278.25,1.0,1.0,1.0,111241.37,0.0
171,15766163.0,Hsia,638.0,France,Male,35.0,2.0,0.0,2.0,1.0,1.0,93091.02,0.0
172,15783659.0,Chibueze,743.0,Spain,Female,37.0,1.0,0.0,2.0,0.0,1.0,173576.71,0.0
173,15683544.0,Ting,577.0,Spain,Male,27.0,3.0,0.0,2.0,1.0,0.0,181610.6,0.0
174,15791842.0,Chidiebere,544.0,France,Female,42.0,3.0,0.0,2.0,1.0,0.0,101866.39,0.0
175,15633108.0,Chien,675.0,France,Female,34.0,8.0,0.0,2.0,0.0,1.0,180591.32,0.0
176,15806027.0,Milne,644.0,Germany,Female,52.0,5.0,98640.74,1.0,0.0,0.0,113410.41,1.0
177,15683544.0,Lu,644.0,France,Male,35.0,8.0,0.0,2.0,0.0,0.0,163667.56,0.0
178,15587712.0,Hsieh,681.0,France,Female,31.0,6.0,0.0,2.0,0.0,1.0,142400.27,0.0
179,15804919.0,Ch'iu,713.0,France,Male,37.0,7.0,0.0,2.0,1.0,1.0,181499.77,0.0
180,15570060.0,Aksenov,619.0,Germany,Male,38.0,8.0,134760.21,1.0,1.0,0.0,28373.86,0.0
181,15812338.0,Rizzo,678.0,France,Male,37.0,3.0,0.0,2.0,1.0,0.0,137510.41,0.0
182,15681075.0,Hsiung,646.0,France,Female,59.0,7.0,0.0,1.0,1.0,1.0,107876.2,1.0
183,15631721.0,Nnaife,681.0,France,Female,46.0,3.0,0.0,1.0,1.0,0.0,182266.01,1.0
184,15682890.0,Dyer,569.0,France,Male,32.0,4.0,93578.68,1.0,0.0,0.0,79495.01,0.0
185,15788183.0,Chinonyelum,588.0,France,Female,45.0,8.0,0.0,2.0,0.0,1.0,175743.91,0.0
186,15748797.0,Goliwe,715.0,France,Male,43.0,4.0,0.0,1.0,1.0,0.0,53477.76,1.0
187,15803965.0,H?,561.0,France,Male,37.0,5.0,0.0,2.0,1.0,1.0,479.54,0.0
188,15751297.0,O'Brien,495.0,Germany,Male,40.0,3.0,154846.24,2.0,1.0,1.0,172718.35,0.0
189,15731553.0,Ch'in,682.0,France,Female,41.0,3.0,141827.33,1.0,0.0,0.0,102260.16,0.0
190,15581280.0,T'ao,646.0,France,Female,47.0,3.0,128518.98,1.0,1.0,1.0,77866.91,0.0
191,15645839.0,Hao,611.0,Spain,Female,37.0,2.0,0.0,2.0,1.0,1.0,92621.9,0.0
192,15688619.0,Hs?eh,724.0,France,Male,37.0,2.0,0.0,2.0,1.0,1.0,57531.14,0.0
193,15646764.0,Chiang,633.0,France,Female,33.0,7.0,134978.19,1.0,1.0,0.0,71175.94,1.0
194,15652981.0,Chizoba,705.0,Spain,Female,34.0,2.0,0.0,2.0,1.0,0.0,155749.65,0.0
195,15594917.0,Lettiere,701.0,France,Female,40.0,9.0,123372.3,1.0,1.0,0.0,128745.69,0.0
196,15654074.0,Walker,535.0,France,Female,63.0,7.0,0.0,2.0,1.0,1.0,60775.76,0.0
197,15653952.0,Hs?,641.0,France,Male,30.0,9.0,0.0,2.0,1.0,0.0,164967.21,1.0
198,15682773.0,Hsing,615.0,France,Female,41.0,4.0,112949.71,2.0,0.0,1.0,7861.68,0.0
199,15775886.0,Tu,611.0,France,Male,30.0,4.0,0.0,2.0,1.0,1.0,81843.95,0.0
200,15693893.0,Li,706.0,Spain,Male,51.0,6.0,0.0,1.0,1.0,1.0,153535.24,0.0
201,15809087.0,Onyemachukwu,810.0,France,Female,47.0,10.0,0.0,1.0,1.0,1.0,172049.84,0.0
202,15748608.0,Nkemdilim,608.0,Spain,Female,49.0,9.0,0.0,1.0,0.0,0.0,166586.99,1.0
203,15771442.0,Tien,727.0,France,Male,34.0,4.0,0.0,2.0,1.0,1.0,173899.42,0.0
204,15803840.0,Scott,722.0,France,Female,23.0,8.0,0.0,1.0,1.0,1.0,176743.51,0.0
205,15757831.0,Hsu,662.0,France,Male,45.0,5.0,0.0,2.0,0.0,1.0,54342.83,0.0
206,15615140.0,Nwankwo,537.0,Spain,Male,36.0,4.0,113291.05,1.0,1.0,1.0,132770.11,0.0
207,15690939.0,Efremov,628.0,Spain,Female,30.0,9.0,0.0,1.0,1.0,0.0,82836.73,0.0
208,15672610.0,Kornilova,742.0,Germany,Female,38.0,1.0,105588.66,1.0,0.0,0.0,131736.23,1.0
209,15766686.0,Chukwudi,539.0,France,Male,58.0,4.0,0.0,2.0,1.0,1.0,14903.09,0.0
210,15584536.0,Okwudiliolisa,751.0,France,Male,51.0,6.0,0.0,1.0,1.0,1.0,174825.57,0.0
211,15750874.0,Iweobiegbunam,682.0,Spain,Female,44.0,8.0,141786.78,1.0,0.0,1.0,86937.2,0.0
212,15803456.0,Fisk,584.0,France,Female,35.0,9.0,0.0,1.0,1.0,0.0,72462.25,0.0
213,15738605.0,Lombardi,850.0,Spain,Female,31.0,3.0,0.0,2.0,1.0,1.0,89935.73,0.0
214,15621075.0,Chiemenam,633.0,France,Male,30.0,3.0,77949.69,1.0,1.0,0.0,113639.64,0.0
215,15579808.0,Hs?,682.0,France,Male,64.0,8.0,84468.67,1.0,1.0,1.0,135925.72,0.0
216,15604576.0,Ibezimako,581.0,France,Female,38.0,6.0,142475.87,1.0,1.0,1.0,72993.65,0.0
217,15747130.0,Onyemauchechukwu,733.0,Germany,Male,46.0,2.0,177738.82,1.0,1.0,0.0,166310.82,1.0
218,15694890.0,Mazzanti,713.0,France,Male,34.0,1.0,0.0,2.0,0.0,0.0,178045.97,0.0
219,15790958.0,Brient,521.0,France,Male,28.0,8.0,0.0,2.0,1.0,1.0,175894.24,0.0
220,15694890.0,Chin,591.0,Spain,Male,32.0,4.0,0.0,2.0,0.0,0.0,143357.02,0.0
221,15725002.0,Chukwuebuka,627.0,France,Female,49.0,7.0,0.0,2.0,1.0,1.0,181419.29,0.0
222,15766066.0,Shao,793.0,Germany,Female,57.0,8.0,117791.06,1.0,1.0,1.0,95583.45,1.0
223,15770214.0,Frewin,658.0,Spain,Male,49.0,4.0,0.0,2.0,1.0,1.0,117832.39,0.0
224,15747503.0,Maclean,562.0,Germany,Male,37.0,8.0,142496.95,2.0,1.0,1.0,173495.77,0.0
225,15727350.0,Y?an,679.0,France,Male,28.0,4.0,0.0,2.0,0.0,1.0,180344.69,0.0
226,15801277.0,Tuan,588.0,France,Male,46.0,6.0,111833.47,1.0,1.0,1.0,182076.97,0.0
227,15720371.0,Tien,699.0,Spain,Female,29.0,5.0,0.0,2.0,0.0,1.0,82969.61,0.0
228,15761487.0,Smith,628.0,France,Male,29.0,7.0,0.0,2.0,1.0,0.0,78365.75,0.0
229,15672692.0,Cattaneo,564.0,France,Female,54.0,4.0,0.0,1.0,1.0,0.0,84760.32,1.0
230,15636572.0,Onyekachukwu,672.0,France,Male,30.0,8.0,0.0,1.0,1.0,0.0,126728.27,0.0
231,15761053.0,Onuchukwu,508.0,France,Male,33.0,2.0,0.0,2.0,1.0,0.0,111243.09,0.0
232,15764033.0,Chia,594.0,France,Male,27.0,7.0,0.0,2.0,0.0,0.0,161465.31,0.0
233,15672945.0,Chigozie,627.0,France,Female,33.0,1.0,0.0,2.0,1.0,1.0,160529.71,0.0
234,15765266.0,Chidiegwu,641.0,France,Male,30.0,3.0,0.0,2.0,1.0,1.0,117946.3,0.0
235,15754053.0,Tung,651.0,France,Male,23.0,9.0,116099.82,1.0,0.0,1.0,96548.46,0.0
236,15651943.0,Chienezie,691.0,France,Male,38.0,1.0,0.0,2.0,1.0,1.0,68695.38,0.0
237,15700255.0,T'ao,741.0,Spain,Female,42.0,0.0,150186.22,1.0,0.0,1.0,82970.69,0.0
238,15780142.0,Nwankwo,709.0,France,Female,46.0,3.0,0.0,1.0,1.0,0.0,54947.51,1.0
239,15678944.0,Nnonso,594.0,France,Female,33.0,7.0,100238.35,1.0,1.0,0.0,121568.37,0.0
240,15775490.0,Ch'iu,710.0,France,Female,38.0,4.0,0.0,2.0,1.0,1.0,172576.43,0.0
241,15705739.0,Nnabuife,707.0,Germany,Female,33.0,2.0,99092.45,2.0,1.0,1.0,61602.42,0.0
242,15736327.0,Lucciano,719.0,France,Female,33.0,7.0,102395.79,1.0,1.0,0.0,117616.29,0.0
